id,title,lyrics,genres,artist,album,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
210,Giúp Mẹ,,Nhạc thiếu nhi,Nguyệt Hằng,Nhong Nhong Nhong,0.0883,0.661,0.608,3.25e-06,0.0422,-6.807,0.0369,139.778,0.825
65,Gửi Em Chiếc Nón Bài Thơ,"Anh gửi cho em chiếc nón bài thơ xứ Nghệ
Mang hình bóng quê hương
Lợp vào đây trăm mến ngàn thương
Nón bài thơ, em đội nón bài thơ
Đi đón ngày hội mới
Nước non ta nay một dải
Vẹn tròn như chiếc nón bài thơ
Ơ hờ hờ hơ
Ơ hờ hờ hơ hơ hơ
Anh gửi tặng nón bài thơ quê mẹ
Gửi cho em dòng sông cửa bể
Cả vầng trăng và cả trời xanh
Nước dưới sông có khi đầy, khi cạn
Trăng trên trời khi tỏ, khi mờ
Tình đôi ta từ bấy đến giờ
Vẫn còn như chiếc nón bài thơ
Ơ hờ ơ hơ
♪
Anh gửi cho em chiếc nón bài thơ xứ Nghệ
Mang hình bóng quê hương
Lợp vào đây trăm mến ngàn thương
Nón bài thơ, em đội nón bài thơ
Đi đón ngày hội mới
Nước non ta nay một dải
Vẹn tròn như chiếc nón bài thơ
Ơ hờ ơ hơ
Hơ hờ hờ hơ hơ hơ
Anh gửi tặng nón bài thơ quê mẹ
Gửi cho em dòng sông cửa bể
Cả vầng trăng và cả trời xanh
Nước dưới sông có khi đầy, khi cạn
Trăng trên trời khi tỏ, khi mờ
Tình đôi ta từ bấy đến giờ
Vẫn tròn như chiếc nón
Vẫn tròn như chiếc nón bài thơ
Anh tặng em","Nhạc trữ tình, Nhạc quê hương",Trung Đức,Về Thăm Quê Mệ,0.408,0.254,0.279,0.0,0.122,-13.528,0.0334,138.823,0.229
120,Hà Nội Ngày Ấy,"Hà Nội buồn thương nhớ ơi!
Nơi tôi qua ngày thơ ấu
Chiều chiều mẹ dắt qua đê
Ngắm con sông tràn nước lũ
Hà Nội buồn thương nhớ ơi!
Nhớ cây bàng đứng trước nhà
Nhớ cô hàng nước chưa già đã lấy chồng xa
Hà Nội buồn thương nhớ ơi!
Biết bao nhiêu mùa lá rụng
Một lần về thăm phố xưa
Cớ sao lại trào nước mắt?
Sao tôi cứ yêu phố mùa thu ấy lá rơi đầy
Và em mái tóc đen dáng ngày xưa ấy nghèo mà sang
Sao tôi cứ yêu mái nhà rêu cũ tiếng kinh cầu
Và em đôi guốc đen gieo vào ngõ vắng nỗi buồn đêm!
Hà Nội buồn thương nhớ ơi!
Một lần về thăm phố xưa
Một lần về với giấc mơ
♪
Hà Nội buồn thương nhớ ơi!
Cuốn phim quay dài năm tháng
Một thời đạn bom chiến tranh
Áo xanh mơ về phố cũ
Hà Nội buồn thương nhớ ơi!
Nhớ em mùa gió đông về
Áo len vội đan cho người mãi mãi biệt ly
Hà Nội giờ đã khác xưa
Kiếm thiêng vua hiền đã trả
Bạn bè giờ cũng cách xa
Ngỡ như Hà Nội của ai?
Sao tôi cứ yêu phố mùa thu ấy lá rơi đầy
Và em mái tóc đen dáng ngày xưa ấy nghèo mà sang
Sao tôi cứ yêu mái nhà rêu cũ tiếng kinh cầu
Và em đôi guốc đen gieo vào ngõ vắng nỗi buồn đêm
Hà Nội buồn thương nhớ ơi!
Một lần về thăm phố xưa
Một lần về với giấc mơ",Nhạc trữ tình,Hà Anh Tuấn,Cuối Ngày Người Đàn Ông Một Mình,0.899,0.516,0.129,1.86e-06,0.0635,-16.552,0.0719,128.069,0.313
84,Hai Mươi,"Đón em về thấy chân trời đầy mây trắng
Gió xuân về em rực rỡ giữa rừng hoa
Ngày vừa hai mươi em ùa vào đời đời vừa hai mươi xanh lạ
Đón em về thấy trên tay em nở lộc xuân
Một mùa về rất mới đón em vào trong xinh tươi
Đón em về viếng thăm chân trời hồng nắng
Môi trầm tiếng ca làm thơm vườn trăng
Hai mươi em tung tăng cho vui đời
Em là nụ cười rất mới gió đưa vào xuân chơi vơi
Có em là thế gian thêm một ngày tháng
Thêm một tiếng ca để xuân tràn căng
Hai mươi em cho đời một giấc mơ
Có em về thấy chân trời hồng hơn trước
Có em về thơ chợt có những vần vui
Nụ cười hai mươi khoe tình hiền lành
Tình tròn hai mươi thơm nồng
Đón em về thấy trong tim em rực hồng thôi
Một mùa về rất mới đón em vào trong xinh tươi
Đón em về viếng thăm chân trời hồng nắng
Môi trầm tiếng ca làm thơm vườn trăng
Hai mươi em tung tăng cho vui đời
Em là nụ cười rất mới gió đưa vào xuân chơi vơi
Có em là thế gian thêm một ngày tháng
Thêm một tiếng ca để xuân tràn căng
Hai mươi em cho đời một giấc mơ.
Ngày vừa hai mươi em ùa vào đời
Đời vừa hai mươi xanh lạ
Đón em về thấy trên tay em nở lộc xuân","Nhạc trữ tình, Nhạc trữ tình",Mỹ Tâm,Tình Yêu Còn Đâu,0.379,0.685,0.735,0.0,0.0768,-4.443,0.0312,110.07,0.575
55,Hành Trình Trên Đất Phù Sa,"Chim tung bay
Hót vang trong bình minh
Chân cô đơn
Áo phong sương hành trình
Từ Long An
Mộc Hóa, Mỹ Tho
Xuôi về Gò Công
Tiền Giang ngút ngàn
Như một tấm thảm lúa vàng
Thương em tôi á bà ba
Trên lưng trâu
Nước da nâu mặn mà
Hò hò ơi
Cây lúa tốt tươi
Sông bồi phù sa
Đẹp duyên Tháp Mười
Quên đời tảo tần vui cười
Quýt Cái Bè
Nổi tiếng ngọt ngây
Ai ăn rồi
Nhớ mãi miền tây
Ngồ ngộ ghê
Gái miền tây má hay hay
Chất phác bao đời bao thế hệ
Phù sa ơi
Đậm đà hương quê
Qua Long Xuyên
Đến Vĩnh Long, Trà Vinh
Sông quê tôi
Sống trong tim đậm tình
Phù sa ơi
Ngây ngất bước chân
Tôi về không nỡ
Ở cũng chẳng đành
Quê miền đất ngọt an lành
Quê hương tôi chính con sông Cửu Long
Từ miền xưa
Cây lúa đã nuôi dân mình no ấm
Phù sa mát ngọt như dòng sữa mẹ muốn đời
Đêm trăng thanh
Chiếu trên sông Cần Thơ
Vang xa xa
Thoáng câu ca hò lờ
Về Tây Đô, nhớ ghé Sóc Trăng
Nghe điệu lâm thôn
Dù kê hát đình
Nhưng tình cảm gần gũi mình
Nắng sớm về trái chính thật mau
Cơn mưa chiều tưới mát ruộng sâu
Phù sa ơi
Bốn mùa cây trái đơm bông
Gái bên trai
Tình quê thắm nồng
Điệu dân ca
Ngọt ngào mênh mông
Sông quê ơi
Nắng mưa bao ngàn xưa
Tôi không quên
Lũy tre xanh hàng dừa
Về Bạc Liêu
Nghe hát cải lương
Rau đờn vọng cổ
Cà Mau cuối trời
Chút tình gửi lại đôi lời
Phù sa ơi
Ngây ngất bước chân
Tôi về không nỡ
Ở cũng chẳng đành
Quê miền đất ngọt an lành
Phù sa ơi
Ngây ngất bước chân
Tôi về không nỡ
Ở cũng chẳng đành
Quê miền đất ngọt an lành","Nhạc thiếu nhi, Nhạc quê hương",Xuân Mai,Tuổi Mộng Mơ,0.35,0.724,0.852,0.0,0.347,-3.734,0.0364,77.525,0.774
211,Hạt Mưa Và Em Bé,,Nhạc thiếu nhi,Nguyệt Hằng,Nhong Nhong Nhong,0.021,0.692,0.564,0.0,0.0559,-7.162,0.0268,107.994,0.436
41,Hãy Trao Cho Anh(Sky Tour 2019),"""Hãy trao cho anh
Exactly!
Trao cho anh, trao cho anh đê
Trao cho anh, trao cho anh đê
Tay chân đâu hết rồi nào!
La-la-la-la-la-la-la-la-la-la-la-la (Yeah, yeah)
La-la-la-la-la-la-la-la-la-la-la-la (Yeah, yeah)
La-la-la-la-la-la-la-la-la-la-la-la, la (Yeah, yeah)
(Good boy) One, two
Bóng ai đó nhẹ nhàng vụt qua nơi đây
Quyến rũ ngây ngất loạn nhịp làm tim mê say
Cuốn lấy áng mây theo cơn sóng xô dập dìu
Nụ cười ngọt ngào cho ta tan vào phút giây miên man
Quên hết con đường về, eh
(Let me know your name)
Chẳng thể tìm thấy lối về, eh
(Let me know your name)
Điệu nhạc hòa quyện trong ánh mắt đôi môi
Dẫn lối những bối rối rung động khẽ lên ngôi
(Và rồi khẽ, và rồi khẽ khẽ)
Chạm nhau mang vô vàn
Đắm đuối vấn vương dâng tràn
Lấp kín chốn nhân gian
Làn gió hoá sắc hương mơ màng
Một giây ngang qua đời
Cất tiếng nói không nên lời
Ấm áp đến trao tay ngàn sao trời lòng càng thêm chơi vơi
Dịu êm không gian bừng sáng
Đánh thức muôn hoa mừng
Quấn quít hát ngân nga từng chút níu bước chân em dừng
Bao ý thơ tương tư ngẩn ngơ (là la lá)
Lưu dấu nơi mê cung đẹp thẫn thờ (Gì nào?)
Hãy trao cho anh
Hãy trao cho anh
Hãy trao cho anh thứ anh đang mong chờ
Hãy trao cho anh
Hãy trao cho anh
Hãy mau làm điều ta muốn vào khoảnh khắc này đê
Hãy trao cho anh đê!
Hãy trao cho anh đê!
Hãy trao anh, trao cho anh đi
Những yêu thương nồng cháy (một mình anh thôi)
Trao anh ái ân nguyên vẹn đong đầy
La-la, la-la-la-la-la
La-la, la-la-la-la-la (huh-huh) (yah, yah)
La-la, la-la-la-la-la (Tay chân nào, tay chân này)
La-la, la-la-la-la-la (yah, yah)
Câu ca du dương vang bên tai âu yếm đong đưa bay trong sương mờ
Hương thơm gieo men say thôi miên sẽ khiến con tim tuân theo tôn thờ
Em như nam châm ngọt ngào hút, ngọt ngào ngọt ngào hút
Vạn vật hiến dâng đôi chân si mê lao đao
Vây quanh cho ai yêu thương vô bờ
Wow
Eh-h-h
Senorita
Người thướt tha kiêu sa tựa ngàn hoa (xớ)
Rực rỡ yêu kiều đẹp hơn nhiều kiệt tác tác tác
Chạm nhau mang vô vàn
Đắm đuối vấn vương dâng tràn
Lấp kín chốn nhân gian
Làn gió hóa sắc hương mơ màng
Một giây ngang qua đời
Cất tiếng nói không nên lời
Ấm áp đến trao tay ngàn sao trời lòng càng thêm chơi vơi
Dịu êm không gian bừng sáng
Đánh thức muôn hoa mừng
Quấn quít hát ngân nga từng chút níu bước chân em dừng
Bao ý thơ tương tư ngẩn ngơ (là la lá)
Lưu dấu nơi mê cung đẹp thẫn thờ
Hãy trao cho anh
Hãy trao cho anh
Hãy trao cho anh thứ anh đang mong chờ
Hãy trao cho anh
Hãy trao cho anh
Hãy mau làm điều ta muốn vào khoảnh khắc này đê
Hãy trao cho anh đê!
Hãy trao cho anh đê!
Hãy trao anh, trao cho anh đi
Những yêu thương nồng cháy (một mình anh thôi)
Trao anh ái ân nguyên vẹn đong đầy
La-la, la-la-la-la-la
La-la, la-la-la-la-la (yah, yah)
La-la, la-la-la-la-la
La-la, la-la-la-la-la (yah, yah)
Em cho ta ngắm thiên đàng vội vàng qua chốc lát
Như thanh âm chứa bao lời gọi mời trong khúc hát
Liêu xiêu ta xuyến xao rạo rực khát khao trông mong
Dịu dàng lại gần nhau hơn dang tay ôm em vào lòng
Trao đi trao hết đi, đừng ngập ngừng che dấu nữa
Quên đi quên hết đi ngại ngùng lại gần thêm chút nữa
Chìm đắm giữa khung trời riêng hai ta như dần hòa quyện
Mắt nhắm mắt, tay đan tay hồn lạc về miền trăng sao (Gì nào?)
Em cho ta ngắm thiên đàng vội vàng qua chốc lát (yah)
Như thanh âm chứa bao lời gọi mời trong khúc hát (yah)
Liêu xiêu ta xuyến xao rạo rực khát khao trông mong
Dịu dàng lại gần nhau hơn dang tay ôm em vào lòng
Trao đi trao hết đi đừng ngập ngừng che dấu nữa (yah)
Quên đi quên hết đi ngại ngùng lại gần thêm chút nữa (Tay đâu?)
Chìm đắm giữa khung trời riêng hai ta như dần hòa quyện (Tay đâu?)
(Tay đâu?) Mắt nhắm mắt, tay đan tay
(One, two, three) Hồn lạc về miền trăng sao
Hãy trao cho anh
Hãy trao cho anh
Hãy trao cho anh, cho anh, cho anh
Hãy trao cho anh
Hãy trao cho anh
Hãy trao cho anh, cho anh, cho anh, cho anh
Hãy trao cho anh
Hãy trao cho anh
Hãy trao cho anh, cho anh, cho anh
Hãy trao cho anh
Hãy trao cho anh (OK)
Hãy trao cho anh thứ anh đang mong chờ (Gì nào?)
♪
Sơn Tùng M-TP
Yeah!","Nhạc rap, Nhạc trẻ, Nhạc Remix, Nhạc Pop",Sơn Tùng M-TP,Sky Tour (Original Motion Picture Soundtrack),0.0736,0.673,0.849,0.0,0.807,-8.768,0.131,96.014,0.797
141,Hãy Yên Lòng Mẹ Ơi,"Đoàn quân bước trên đường rừng
Bình minh lấp lánh chân trời xa
Miền biên giới xanh thẳm
Hạt sương long lanh cành lá
Từ nơi biên cương núi cao
Người lính qua trăm suối nghìn đèo
Lắng nghe tiếng của mẹ hiền
Ngày đêm giục bước con hành quân
Rừng thay lá bao mùa rồi
Đoàn quân chiến đấu xa làng quê
Mẹ ơi, hãy yên lòng
Dù bao gian lao ngày tháng
Trường Sơn hay nơi đảo xa
Đoàn chúng con xin quyết giữ gìn
Chúng con luôn bên mẹ hiền
Ngày đêm vững bước trong đoàn quân
A-ai gọi đời ta rền vang núi sông
Tiếng ru của mẹ, chúng con đi
Hòa theo ước vọng chan chứa mặn nồng
Tình non nước chẳng bao giờ phai
Tình quê hương thiết tha đời con
Ah, như giục lòng ta, mẹ ơi có nghe
Núi sông vang dậy tiếng quân reo
Hòa theo ước vọng, son sắt nguyện thề
Vì non nước hiến thân đời con
Vì quê hương mến yêu Việt Nam
♪
Đoàn quân bước trên đường rừng
Bình minh lấp lánh chân trời xa
Miền biên giới xanh thẳm
Hạt sương long lanh cành lá
Từ nơi biên cương núi cao
Người lính qua trăm suối nghìn đèo
Lắng nghe tiếng của mẹ hiền
Ngày đêm giục bước con hành quân
Rừng thay lá bao mùa rồi
Đoàn quân chiến đấu xa làng quê
Mẹ ơi, hãy yên lòng
Dù bao gian lao ngày tháng
Trường Sơn hay nơi đảo xa
Đoàn chúng con xin quyết giữ gìn
Chúng con luôn bên mẹ hiền
Ngày đêm vững bước trong đoàn quân
A-ai gọi đời ta rền vang núi sông
Tiếng ru của mẹ, chúng con đi
Hòa theo ước vọng chan chứa mặn nồng
Tình non nước chẳng bao giờ phai
Tình quê hương thiết tha đời con
Ah, như giục lòng ta, mẹ ơi có nghe
Núi sông vang dậy tiếng quân reo
Hòa theo ước vọng, son sắt nguyện thề
Vì non nước hiến thân đời con
Vì quê hương mến yêu Việt Nam
Vì quê hương mến yêu Việt Nam","Nhạc cách mạng, Nhạc quê hương",Cẩm Ly,Cô gái mở đường,0.258,0.628,0.659,0.000678,0.0581,-9.355,0.0465,141.552,0.605
184,Hè Về Hè Về,,Nhạc thiếu nhi,Phương Thảo,Con Mãi Tuổi Lên 3,0.423,0.736,0.552,0.0,0.125,-6.3,0.0337,135.0,0.591
170,Hiu Hắt Đời Nhau,,Nhạc trữ tình,Lệ Quyên,Tình Khúc Yêu Thương,0.774,0.456,0.394,1.77e-05,0.253,-5.176,0.0382,127.179,0.185
171,Hoa Sữa,,Nhạc trữ tình,Lệ Quyên,Tình Khúc Yêu Thương,0.873,0.257,0.411,0.000117,0.0788,-5.289,0.0313,174.681,0.196
190,Hờn Trách Con Đò,,Nhạc trữ tình,Dương Ngọc Thái,Hờn Trách Con Đò,0.344,0.697,0.424,0.0,0.0391,-5.42,0.0271,112.073,0.481
142,Hương Thầm,"Khung cửa sổ hai nhà cuối phố
Chẳng hiểu vì sao không khép bao giờ
Đôi bạn ngày xưa học chung một lớp
Cây bưởi sau nhà ngan ngát hương đưa
Giấu một chùm hoa trong chiếc khăn tay
Cô gái ngập ngừng sang nhà hàng xóm
Bên ấy có người ngày mai ra trận
Bên ấy có người ngày mai đi xa
Nào ai đã một lần dám nói
Hương bưởi thơm cho lòng bối rối
Cô gái như chùm hoa lặng lẽ
Nhờ hương thơm nói hộ tình yêu
Hai người chia tay sao chẳng nói điều chi?
Mà hương thầm thơm mãi bước người đi?
Hai người chia tay vẫn chẳng nói một lời
Mà hương thầm vương vấn mãi người đi
♪
Khung cửa sổ hai nhà cuối phố
Chẳng hiểu vì sao không khép bao giờ
Đôi bạn ngày xưa học chung một lớp
Cây bưởi sau nhà ngan ngát hương đưa
Giấu một chùm hoa trong chiếc khăn tay
Cô gái ngập ngừng sang nhà hàng xóm
Bên ấy có người ngày mai ra trận
Bên ấy có người ngày mai đi xa
Nào ai đã một lần dám nói
Hương bưởi thơm cho lòng bối rối
Cô gái như chùm hoa lặng lẽ
Nhờ hương thơm nói hộ tình yêu
Hai người chia tay sao chẳng nói điều chi?
Mà hương thầm thơm mãi bước người đi?
Hai người chia tay vẫn chẳng nói một lời
Mà hương thầm vương vấn mãi người đi
Hai người chia tay vẫn chẳng nói một lời
Mà hương thầm vương vấn mãi người ơi","Nhạc quê hương, Nhạc cách mạng",Cẩm Ly,Cô gái mở đường,0.114,0.48,0.586,3.76e-06,0.0861,-9.006,0.0418,159.925,0.295
143,Khúc Hát Người Đi Khai Hoang,"Ta đốt lửa cho đồi hoang ấm mãi
Hẹn người lên tìm lại dấu chân xưa
Thuở quân đi rừng núi chiến công còn vang
Lòng vẫn nghe bao lời tình đất gọi
Bên cánh võng nghe rừng khuya hát mãi
Mặt trời lên nhìn rạng rỡ quê hương
Tuổi thanh xuân còn bước tiếp xây đời vui
Thành phố ơi ta gửi lời ước hẹn
Hò ơi, ơi hò ơi
Ta về đây phá đồi hoang
Gió mơn man câu hò từ láng mới
Vui rộn tiếng cười tươi trẻ trên nương
Theo bước ta đất mừng reo xanh mượt
Cất cao lên ánh lửa yêu đời
Khúc ca mừng đất vỡ thênh thang
Ta đốt lửa cho đồi hoang ấm mãi
Hẹn người lên tìm lại dấu chân xưa
Thuở quân đi rừng núi chiến công còn vang
Lòng vẫn nghe bao lời tình đất gọi
Bên cánh võng nghe rừng khuya hát mãi
Mặt trời lên nhìn rạng rỡ quê hương
Tuổi thanh xuân còn bước tiếp xây đời vui
Thành phố ơi ta gửi lời ước hẹn
Hò ơi, ơi hò ơi
Thương làm sao, nhớ làm sao
Chiến khu xưa nay là miền đất hứa
Em tập đánh vần hoa nở chim ca
Theo bước ta đất mừng lên xanh mượt
Mãi reo vang đất mở nông trường
Những công trình vẫy gọi tương lai
♪
Ta đốt lửa cho đồi hoang ấm mãi
Hẹn người lên tìm lại dấu chân xưa
Thuở quân đi rừng núi chiến công còn vang
Lòng vẫn nghe bao lời tình đất gọi
Bên cánh võng nghe rừng khuya hát mãi
Mặt trời lên nhìn rạng rỡ quê hương
Tuổi thanh xuân còn bước tiếp xây đời vui
Thành phố ơi ta gửi lời ước hẹn
Hò ơi, ơi hò ơi
Thương làm sao, nhớ làm sao
Chiến khu xưa nay là miền đất hứa
Em tập đánh vần hoa nở chim ca
Theo bước ta đất mừng lên xanh mượt
Mãi reo vang đất mở nông trường
Những công trình vẫy gọi tương lai
Hò ơi, ơi hò ơi
Hò ơi, ơi hò ơi
Hò ơi, ơi hò ơi","Nhạc cách mạng, Nhạc quê hương",Cẩm Ly,Cô gái mở đường,0.266,0.744,0.759,0.119,0.129,-9.204,0.0511,114.889,0.713
42,Lạc Trôi (Sky Tour 2019),"Người theo hương hoa mây mù giăng lố
Làn sương khói phôi phai đưa bước ai xa rồi
Đơn côi mình ta vấn vương
Hồi ức trong men say chiều mưa buồn (gì nào?)
Ngăn giọt lệ ngừng khiến khoé mi sầu bi
Đường xưa nơi cố nhân từ giã biệt li
Cánh hoa rụng rơi
Phận duyên mong manh rẽ lối trong mơ ngày tương phùng
Tiếng khóc cuốn theo làn gió bay
Thuyền ai qua sông lỡ quên vớt ánh trăng tàn nơi này
Trống vắng bóng ai dần hao gầy
Lòng ta xin nguyện khắc ghi trong tim tình nồng mê say
Mặc cho tóc mây vương lên đôi môi cay
(Bâng khuâng mình ta lạc trôi giữa đời)
(Ta lạc trôi giữa trời)
One, two, three, go!
Go!
♪
Whoo!
Go!
♪
Đôi chân lang thang về nơi đâu?
Bao yêu thương giờ nơi đâu?
Câu thơ tình xưa vội phai mờ
(Theo làn sương tan biến trong cõi mơ)
Mưa bụi vương trên làn mi mắt
Ngày chia lìa hoa rơi buồn hiu hắt
Tiếng đàn ai thêm sầu tương tư lặng mình trong chiều hoàng hôn, hôn-
Lối mòn đường vắng một mình ta
Nắng chiều vàng úa nhuộm ngày qua
Xin đừng quay lưng xoá
Đừng mang câu hẹn ước kia rời xa, ayy
Yên bình nơi nào đây
Chôn vùi theo làn mây
Người theo hương hoa mây mù giăng lối
Làn sương khói phôi phai đưa bước ai xa rồi
Đơn côi mình ta vấn vương hồi ức trong men say chiều mưa buồn
Ngăn giọt lệ ngừng khiến khoé mi sầu bi
Đường xưa nơi cố nhân từ giã biệt li
Cánh hoa (rụng rơi)
Phận duyên mong manh rẽ lối trong mơ ngày tương phùng
Tiếng khóc cuốn theo làn gió bay
Thuyền ai qua sông lỡ quên vớt ánh trăng tàn nơi này
Trống vắng bóng ai dần hao gầy (hey, hey, gì nào?)
Lòng ta xin nguyện khắc ghi trong tim tình nồng mê say
Mặc cho tóc mây vương lên đôi môi cay
Bâng khuâng mình ta lạc trôi giữa đời
(Ta lạc trôi giữa trời) One, two
One, two, three, go!
Ah
Nhạc hay thì giơ tay, nhạc hay thì giơ tay nào
Hay thì giơ tay nào
Nhạc hay thì giơ tay, nhạc hay thì giơ tay
♪
Ta lạc trôi
Ta lạc trôi giữa đời
Lạc trôi giữa trời
Ah-ah
Tay
Tay
One, two
One, two, three, go!
Gì nào? (Ta đang lạc nơi nào)
Dưới kia sao này, giơ cánh tay sao này, giơ cánh tay sao này
Ta đang lạc nơi nào
One
Lối mòn đường vắng một mình ta
Come on! (Ta đang lạc nơi nào)
Nắng chiều vàng úa nhuộm ngày qua
(Ta đang lạc nơi nào)","Nhạc trẻ, Nhạc Pop, Nhạc Remix",Sơn Tùng M-TP,Sky Tour (Original Motion Picture Soundtrack),0.245,0.455,0.855,1.04e-06,0.984,-9.979,0.137,144.893,0.282
13,Lạc Trôi( Masew Mix),"Người theo hương hoa
Mây mù giăng lối
Làn sương khói phôi phai
Đưa bước ai xa rồi
Đơn côi mình ta vấn vương
Hồi ức trong men say chiều mưa buồn
Ngăn giọt lệ ngừng khiến
Khoé mi sầu bi í i i i
Đường xưa nơi cố nhân
Từ giã biệt li
Cánh hoa rụng rời
Phận duyên mong manh
Rẽ lối trong mơ ngày tương phùng
Tiếng khóc cuốn theo làn gió bay
Thuyền qua sông lỡ quên
Vớt ánh trăng tàn nơi này
Trống vắng bóng ai dần hao gầy
Lòng ta xin nguyện khắc
Ghi trong tim tình nồng mê say
Mặc cho tóc mây
Vươn lên đôi môi cay
Bâng khuâng mình ta lạc trôi giữa đời
Ta lạc trôi giữa trời
Đôi chân lang thang về nơi đâu
Bao yêu thương giờ nơi đâu
Câu thơ tình xưa vội phai mờ
Theo làn sương tan biến trong cõi mơ
Mưa bụi vươn trên làn mi mắt
Ngày chia lìa hoa rơi buồn hiu hắt
Tiếng đàn ai thêm sầu tương tư
Lặng mình trong chiều hoàng hôn
Tan vào lời ca
Lối mòn đường vắng một mình ta
Nắng chiều vàng úa nhuộm ngày qua
Xin đừng quay lưng xoá
Đừng mang câu hẹn ước kia rời xa
Yên bình nơi nào đây
Chôn vùi theo làn mây
Người theo hương hoa
Mây mù giăng lối
Làn sương khói phôi phai
Đưa bước ai xa rồi
Đơn côi mình ta vấn vương
Hồi ức trong men say chiều mưa buồn
Ngăn giọt lệ ngừng khiến
Khoé mi sầu bi í i i i
Đường xưa nơi cố nhân
Từ giã biệt li
Cánh hoa rụng rời
Phận duyên mong manh
Rẽ lối trong mơ ngày tương phùng
Tiếng khóc cuốn theo làn gió bay
Thuyền qua sông lỡ quên
Vớt ánh trăng tàn nơi này
Trống vắng bóng ai dần hao gầy
Lòng ta xin nguyện khắc
Ghi trong tim tình nồng mê say
Mặc cho tóc mây
Vươn lên đôi môi cay
Bâng khuâng mình ta lạc trôi giữa đời
Ta lạc trôi giữa trời
Ta lạc trôi
Ta lạc trôi giữa đời
Lạc trôi giữa trời","Nhạc Pop, Nhạc Remix, Nhạc trẻ",Sơn Tùng M-TP,Sky Tour (Original Motion Picture Soundtrack),0.199,0.565,0.96,0.000209,0.118,-1.164,0.0519,140.037,0.729
172,Lãng Đãng Chiều Đông Hà Nội,,Nhạc trữ tình,Lệ Quyên,Tình Khúc Yêu Thương,0.958,0.521,0.17,0.000319,0.108,-9.483,0.0419,127.892,0.148
212,Lk  Gà Vịt,,Nhạc thiếu nhi,Nguyệt Hằng,Nhong Nhong Nhong,0.152,0.653,0.738,0.00379,0.0466,-7.496,0.0623,119.247,0.718
213,Lk  Mèo Chuột,,Nhạc thiếu nhi,Nguyệt Hằng,Nhong Nhong Nhong,0.137,0.838,0.63,0.000691,0.0402,-7.475,0.031,103.981,0.857
56,Lòng Mẹ,Chưa có lời bài hát,Nhạc thiếu nhi,Xuân Mai,Tuổi Mộng Mơ,0.616,0.284,0.335,0.0,0.165,-5.221,0.0286,180.2,0.254
175,LOVE SCENARIO,"사랑을 했다 우리가 만나
지우지 못할 추억이 됐다
볼만한 멜로드라마, 괜찮은 결말
그거면 됐다, 널 사랑했다
우리가 만든 love scenario
이젠 조명이 꺼지고
마지막 페이지를 넘기면
조용히 막을 내리죠
에이, 괜찮지만은 않아 이별을 마주한다는 건
오늘이었던 우리의 어제에 더는 내일이 없다는 건
아프긴 해도 더 끌었음 상처가 덧나니까, 예, 에, 에
널 사랑했고 사랑 받았으니 난 이걸로 됐어, 예, 에, 에
나 살아가면서 가끔씩 떠오를 기억
그 안에 네가 있다면 그거면 충분해
사랑을 했다 우리가 만나
지우지 못할 추억이 됐다
볼만한 멜로드라마, 괜찮은 결말
그거면 됐다, 널 사랑했다
우리가 만든 love scenario
이젠 조명이 꺼지고
마지막 페이지를 넘기면
조용히 막을 내리죠
갈비뼈 사이사이가 찌릿찌릿한 느낌
나 사랑받고 있음을 알게 해주는 눈빛
너에게 참 많이도 배웠다 반쪽을 채웠다
과거로 두기엔 너무 소중한 사람이었다
나 살아가면서 가끔씩 떠오를 기억
그 안에 네가 있다면 그거면 충분해
사랑을 했다 우리가 만나
지우지 못할 추억이 됐다
볼만한 멜로드라마, 괜찮은 결말
그거면 됐다, 널 사랑했다
네가 벌써 그립지만
그리워하지 않으려 해
한 편의 영화 따스했던
봄으로 너를 기억할게
우리가 만든 love scenario
이젠 조명이 꺼지고
마지막 페이지를 넘기면
조용히 막을 내리죠
우린 아파도 해봤고
우습게 질투도 했어
미친 듯이 사랑했고
우리 이 정도면 됐어
사랑을 했다 우리가 만나
그거면 됐다, 널 사랑했다","Nhạc trẻ, Nhạc Pop",IKON,,0.331,0.806,0.707,0.0,0.294,-4.623,0.0307,118.009,0.746
191,Mai Mốt Em Về,,Nhạc trữ tình,Dương Ngọc Thái,Hờn Trách Con Đò,0.477,0.607,0.569,0.0,0.268,-5.276,0.027,84.064,0.468
